,chapter,context,grade,image_paths,image_urls,source,spider,url
14,Recycle 2,"Recycle 2. Read aloud. Wow! It's beautiful! This is our living room. Come and meet my family. They'are in the kitchen. Welcome! Merry Christmas! Merry Christmas! Is that your father? Yes. He's Father Christmas now. This is my mother. She's a nurse. Nice to meet you. Nice to meet you, too. What would you like? I'd like some turkey, please. Would you like some juice? Yes please. Help yourself! Merry Christmas! Can you act it out? Listen and number the rooms. Look, listen and write. Girl: Can I your sleigh, Santa? My bus is and my is at home. Santa: Yes, little girl. Give them some cake and they can take you. Girl: Thank you so much. What do you want, Santa? Santa: Just give a smile. It's free to be. Look, ask and answer. dad, baby brother, cousin, grandma, mum, aunt, grandpa, uncle. Use these questions: How many people are there in the family? Where's John? Is this John's? What's his/her job? Let's sing. We wish you a merry Christmas. We wish you a merry Christmas. We wish you a merry Christmas. We wish you a merry Christmas and a happy New year. Good tidings to you, wherever you are. We wish you a merry Christmas and a happy New Year. Play a game. What's in your bedroom? What's your mother's job? Where's your pencil box? How many people are there in your family? Would you like some vegetables for dinner? Where are your crayons? What's your father's job? What's in your desk? What would you like for dinner. ",4,"./images/full/xxyy_pep_spider/Recucle 2/86e1a5a26d63b5903d922c577ae66d28ede5ed6c.jpg,./images/full/xxyy_pep_spider/Recucle 2/7ece77ccf6825d3ecb10ea4907e3715bc2895a1d.jpg,./images/full/xxyy_pep_spider/Recucle 2/5bc0be402445ef58c1890dc471d231c3dbd0d5f6.jpg,./images/full/xxyy_pep_spider/Recucle 2/8742f2b9277ad4ee3e986d04217437378edfd845.jpg,./images/full/xxyy_pep_spider/Recucle 2/13b9b55c89a35b6d743ac4c49c7288ce23ba3711.jpg,./images/full/xxyy_pep_spider/Recucle 2/5a2db6770f78510e7a768dc18ad938c89be09677.jpg,./images/full/xxyy_pep_spider/Recucle 2/f17b191ae9a91e532545f85f8c75c1898333cb1d.jpg,./images/full/xxyy_pep_spider/Recucle 2/97a433f2ef8bfb31edc6c268f5ef18071016ad4b.jpg,./images/full/xxyy_pep_spider/Recucle 2/1adc301318e08ef7b0ddb136122753042348823f.jpg,./images/full/xxyy_pep_spider/Recucle 2/49fea4992e2bc1bed9e199d648d1cc555e822138.jpg","['http://www.wsbedu.com/eng/images/entu/re4181.jpg', 'http://www.wsbedu.com/eng/images/entu/re4182.jpg', 'http://www.wsbedu.com/eng/images/entu/re4183.jpg', 'http://www.wsbedu.com/eng/images/entu/re4184.jpg', 'http://www.wsbedu.com/eng/images/entu/re4185.jpg', 'http://www.wsbedu.com/eng/images/entu/re4186.jpg', 'http://www.wsbedu.com/eng/images/entu/re4187.jpg', 'http://www.wsbedu.com/eng/images/entu/re4188.jpg', 'http://www.wsbedu.com/eng/images/entu/re4189.jpg', 'http://www.wsbedu.com/eng/images/entu/re418a.jpg']",2,xxyy_pep_spider,"['http://www.wsbedu.com/wu51/keben.asp?wai=1214&page=1', 'http://www.wsbedu.com/wu51/keben.asp?wai=1214&page=2']"


48,Unit 1　My school,"Unit One. Look! That' s the playground. Where's the library? It's next to the art room. Oh no! That's my library! My school. Is this the teachers' office? No it isn't. It's the computer room. Do you have an art room? yes, It's on the second foor. Let' s talk. Excuse me. Where's the teachers' office? It's on the second floor. OK, Thanks. Hi, Is this the teachers' office? No it isn't. The teachers' office is next to the library. Hi, Miss White! Here's my homework. Thank you, Mike. By, Miss White. Look, ask and answer. Where's the library? It's on the second floor. Is it next to Classroom 3? Yes, it is. Let's learn.Where's the library? It's on the first floor. first floor. second floor. teachers' office. library. Let's do. Go to the library. Read a book. Shhh... Be quiet. Go to the teachers' office, Say hello. Hi, Miss White. Go to the playground. Play football. Yeah! We win! Go to the garden. Water the flowers. Wow! Beautiful! Let's spell. Read, listen and chant. water, tiger, sister, computer, dinner. Read, under line and say. sister ruler under number. computer eraser dinner winter. under after water river. Look, listen and write. my sister's. Let's talk. Welcome to our school! This is my classroom. It's so big! How many students are there in your class. Forty-five students. Is that the computer room? No, it isn't. It's the teachers' office. Do you have a library? Yes, we do. It's on the second floor. This way, please. Let's play. Do you have a library? Where is it? Yes, we do. library, classroom, computer room, teachers' office. It's on the second floor. Let's learn. This si my school. Cool! Do you have a music room? Yes, we do. It's on the first floor. computer room, art room, music room, playground. Look, ask and answer. Do you have a computer room? Yes, we do. It's on the first floor. Read and write. Read and fill in the table. Computer Room. Gym. Classroom. Music Room. Do you have a library? Yes, The library is on the second floor. Do you have an art room? Yes, The art room is next to the gym. Where is the teachers' office? The teachers' office is next to the library. Where is Classroom 1? Classroom 1 is under the teachers' office. Look and write. This is the library. This is the playground. Let's check. Listen and number. Look and circle. Computer room, library, music room, classroom, art room, teachers' office. Let's sing. Our school. This is the way I go to school, go to school, go to school. This is the way I go to school, where I like to learn all day. This is the classroom in my school, in my school, in my school. This is the classroom in my school, where I like to learn all day. Story time. Welcome to our school. This way, please. How beautiful! This is the library. I like storybooks. Oh! I'm hungry. Is that the music room? Yes, it is. This is the gym. Is that the lunch room? Yes, it is. Is this the computer room? No, it's not. It's the teachers' office. It's time for lunch. Where is Zoom? Zoom? I know! I'm full. ",4,"./images/full/xxyy_pep_spider/Unit 1　My school/98ddd646a743cb4fb679b7005dc8ad0ccb2043c1.jpg,./images/full/xxyy_pep_spider/Unit 1　My school/b9c6f5c95cf89e3524d1ef0036143c2e94e50aa1.jpg,./images/full/xxyy_pep_spider/Unit 1　My school/a8dce71f25ea80d55b3492b5c1e7b8b165caf378.jpg,./images/full/xxyy_pep_spider/Unit 1　My school/2a2d9c9851ea999f1756a63514f76308f9248b33.jpg,./images/full/xxyy_pep_spider/Unit 1　My school/1056dae8e9dab856514d7653024b39ab73fc1a4a.jpg,./images/full/xxyy_pep_spider/Unit 1　My school/cc88dd3c19a0e430a7f045c30bba3900f16d1cc2.jpg,./images/full/xxyy_pep_spider/Unit 1　My school/dcd41a6fd4bfe5ff43f289fd7c9cee7e14e2a40b.jpg,./images/full/xxyy_pep_spider/Unit 1　My school/79b5d690836089802a820bb761b34ee9d7ec814e.jpg,./images/full/xxyy_pep_spider/Unit 1　My school/81ee3927b21030391adb67a2995484eecc39f0a4.jpg,./images/full/xxyy_pep_spider/Unit 1　My school/d00db4d7c76eb7b17fff67502ffe90cc5b4e3e7e.jpg","['http://www.wsbedu.com/xiaox/en/entu/re42101.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42102.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42103.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42104.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42105.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42106.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42107.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42108.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42109.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42110.jpg']",2,xxyy_pep_spider,"['http://www.wsbedu.com/wu51/keben.asp?wai=2904&page=1', 'http://www.wsbedu.com/wu51/keben.asp?wai=2904&page=2']"



1,Recycle 2,"Recycle 2Having fun in a parkThe children willa nature park this weekendRobin wants tocalls Miss White. Listenand tick or crossListen again and answer the questions. e1. Can Robin cook noodles?2. Can he swim?3. Can he go to the park?What else can Robin do? Write two sentencesRole-playCan you cook, Robin?yes,工can The children are in the park. They are looking at themap. Some things are missing. Read the dialogue anddraw the missing thingsSarah: Are there any lakes in the forest?Robin: yes, there are twoAmy: Is there a restaurant in the forest?Robin: No, there isn't but there is one in front of the hillZhang Peng: Are there any villages in the nature parkRobin: Let me think. yes, there is one on the mountainZhang Peng: Is there a robot in the park?Robin: Yes, there is one between Zhang Peng and Sarah!It's me우우Talk about the map with your partner.What's in thenature park?There is asmall villageWhere is it?It's Amy is reading a story under a tree. Read with her.工 In a dark, dark wood theredark dark houseAnd in the darkdark housethere is a dark, dark hallway3 And in the dark, dark 4 And down the dark, darkhallway there are some stairs thereis g dark, darkdark stairs5 And in the dark, dark 6 And in the dark, darkroom there is a darkcupboard there is a darkdark cupboarddark boAnd in the dark, dark box there is a big mouselOuch! My taill Number the words and retell the story.boxwood 1stairsroommousIn the darkdark wood. there is a dark darkFind""friends""for the words in the story and write themdownfood afternoon (roomound mouseflower nowbook good C)o●●●0birthday say C)rain paint C)Write your own story. Read it to your partner.there is aIn thethereIn thethereclockhotobottlebasketb",5,"./images/full/xxyy_pep_spider/Recycle 2/c948c8f5a6f26bb3d63fb161bf279ee460ec37d3.jpg,./images/full/xxyy_pep_spider/Recycle 2/48a242df7d523e7d9e924d86c6be4e2fdc6d705d.jpg,./images/full/xxyy_pep_spider/Recycle 2/cc170ce4203d6006e518acdde8920c4e1988e68d.jpg,./images/full/xxyy_pep_spider/Recycle 2/12028a1fa092a9ac802a88f00879e25850fb76cb.jpg","['http://www.wsbedu.com/xiaox/en/entu/re5181.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re5182.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re5183.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re5184.jpg']",2,xxyy_pep_spider,['http://www.wsbedu.com/wu51/keben.asp?wai=1798&page=1']
3,Recycle 1,"Recycle 1Read aloudWe have a show inthe library todaWhat time?At 4 o'clockIts coldoutsideyes. it's wis it nov/?a jacket?Yes. I doIts 3: 4Lets goTime to goWheres theIts on the Elibrary?first floor秀Oh no!取消Can you act it out? Listen. circle and matchLook. ask and answerWhereis the computer coom? Listen, tick( )and say. e8ShHarbinWhat's the weatherlike in Beijing?工'sRead and write1. It's time for PE, "" says theLet's oet2. My mothers asays the boy. ""She drives a redCircle the big letters Read and circleIt is 6 o'clock. It isusunnyoutsidend have breakfastIt is 7: 30. Igo to schoolIt is 9 o'clock. I go to Chineseclass. It is cloudy and cold outsidect is 10 o'clock. I go to the library. Itis on the second floor. It is rainyutside. I have no umbrellaIt is 12 oclock. I have lunchIt is still raining! But it is warm insideIt is 3: 15. I have PE class. It issunny again, We can go outside",4,"./images/full/xxyy_pep_spider/Recucle 1/28288526d04e8e75c7a78605d6bd68c8e07568d0.jpg,./images/full/xxyy_pep_spider/Recucle 1/120e224172b61220d4267fb1c04cce3337a7bfde.jpg,./images/full/xxyy_pep_spider/Recucle 1/d50fe04a90348c650d547dd46fe51e49c0456bee.jpg,./images/full/xxyy_pep_spider/Recucle 1/191424bfdc68a7d0bcaef56359bab78d5ef970be.jpg","['http://www.wsbedu.com/xiaox/en/entu/re42401.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42402.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42403.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42404.jpg']",2,xxyy_pep_spider,['http://www.wsbedu.com/wu51/keben.asp?wai=2908&page=1']
4,Recycle 2,"Recycle 2Mike's summer campMike is at summer camp. What will he do? Listen andmatch1st6thListen to dialogue 2 and tick the right picture. What arethe children doing? 6?Listen to dialogues 1 and 4. Choose the right answers1. When is the sports day? It is inA JuneB, JulyAugust2. Mikes mum: ""Be a good boyA Work quietly B. Keep your room clean C. Talk quietly66 Read the chant and write the months in the correctcolumnThirty days has September, April, June and NovemberFebruary has twenty-eight aloneAll the rest have thirty-oneExcept in leap year. That's the timehen February's days are twenty-nine3128/29 days 30 daysdays(30A game: Animals and datesandas, pandas and pandas. Tellme when Children's Day comesMonkeys, monkeys andmonkeys. Tell me whenIt's on June 1stEaster comesWYDSDETeachers' DayYour bisthdayChallde's Day Mid-autumn Day Lets play the game""Im in the picture"". Please show yourpartner a picture of an interesting place. Put yourself in thepicture. Ask and answer the questionsWhere are you?What are you doing?Which season is it?Are there any people there?If so, what are they doing?What will you do next?Where are you?I'm in Xinjiang nowWhat are you doin9? l Im playing In the snowWhich season Winter. It is myis it?favourite season.Look at Mikes photo. Fill in the blanksAugust 1st A Sports DayZhang Peng and John arefootballChen Jie isrope. I amdrink eatWe are having lots of fun. Where are Wu yifanp pland Robin?runsleep68 Zip and Zoom are going to visit you. They are bringingmany gifts for you and your friends. Choose and tellyour partner whose things they areWhose water bottle is this?This is Fido's. The green one is hisWhere is mine?yours is over thereour/oursThe red one is yourstheir/theirshis/hisher/hersmy/mineyour/yoursRead the sentences. Find friends""for the words in this tableWhere is the monkey going on Thursday?He's swimming in the park in the southWhat is the monkey doing on his birthday?I think he's playing and drinking with his friendsthreewhenpinklo",5,"./images/full/xxyy_pep_spider/Recycle 2/1f8a50b6d72d62fae67bfedb27c40a8275ecec76.jpg,./images/full/xxyy_pep_spider/Recycle 2/f68d43cafc5cc05d18b3dc16279b5bb2fde6d955.jpg,./images/full/xxyy_pep_spider/Recycle 2/20b695b9e5d8a5d25c725d1ab14fd5edc1adf8e6.jpg,./images/full/xxyy_pep_spider/Recycle 2/c999f052bd5ddf9aca6380c8cbb42e81aaaac273.jpg","['http://www.wsbedu.com/xiaox/en/entu/re52801.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52802.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52803.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52804.jpg']",2,xxyy_pep_spider,['http://www.wsbedu.com/wu51/keben.asp?wai=2987&page=1']
9,Unit 5 My Clothes,"Unit Fivehose are these?」 They're John'sWhose cap is this?It's my brother's. Thanks. My clothesWhere are you, Zip?Is this yours?Yes. Thank you. 0 Let's talk 2Amy, areeseOK. It's fourNo, they aren't. My shoes areCwd oclock, It's time I green Theyre Chen JiesL to go homelWhat about thishat? Is this Johns?No it isnt It's MikesEtlet's playAre theseIs this No, it isn't Itsyours, Mike? they areWu yifan 雪Let' s learnhaI like that green skirtw shirMeAnd I俗Let'sdoT onHang up your dress.Take off yhat Let's talk &2Amy, arethese yours? (oOK.↑No, they aren't. My shoes areo'clocktohat? Is this John s?No, it isn't It's Mikes.Lets playAre theseIs this No, it isnt. Itsrours, Mike? they areWu Yifan's 雪 Let's learnI like that green skirtanMe too, Andke those pandress(slet's do 6Hang up your dress.Take off your hatWash your skirt.Put away your pants Lets learnsre areWhat colourmy new socks?areWhiteckssweaterLet's find outYou're going on a trip. What do you wantto wear? Choose and colour2日BI want to wear my blue pants. I want to wear my yellow dress Read and writeRead and circle. 6令营讯系1Oh, it's time to pack myThis ismy rThese are my blue pants.ind tWait! Is this my hat?No, this is Amy'sAmy! Is this yours?1. Are these Sarah's3. Whose shoes are2. This is Amy's red4. Whose hat is this?T-shA. Amy's. B. Sarah'sA. Yes. B NoLook and writeThese are orts - shoes--This is Chen Jies dress-Draw your pants and write a sentence Let's checkListen and tick (v)or cross x).2Look and matchSALE TODAY:sweaterssweatersdressesskirtsG Let's sing.This old hatThis old hat this old shirtThese old jeans, and this old skirtut them away! It's a sunny, sunryIts time to wear your shorts to play. ( 2)Story time.Were havita party at school.your old T-shirt?Really?SunWhat for?Then cut two smalltie thesellet me helpholes for my armseNowy let me drawlike Zip!Wowl youll",4,"./images/full/xxyy_pep_spider/Unit 5 My Clothes/19846eee1d2bb3bf5fe5b9aef66d2f485169157e.jpg,./images/full/xxyy_pep_spider/Unit 5 My Clothes/7d4173ac3bb815c225bc73f2bcea855c47b9b380.jpg,./images/full/xxyy_pep_spider/Unit 5 My Clothes/2ea65c2612387c167b37a1b6cdbce83cc820e278.jpg,./images/full/xxyy_pep_spider/Unit 5 My Clothes/46ec20a73089319dbba566830f030806bff7c0a8.jpg,./images/full/xxyy_pep_spider/Unit 5 My Clothes/626011a98a11ddbdd604b11c9447a63d8b99a44b.jpg,./images/full/xxyy_pep_spider/Unit 5 My Clothes/0ea62e258c1fc92c91e12be24c40249a543d2855.jpg,./images/full/xxyy_pep_spider/Unit 5 My Clothes/682aa3348c3b3a393863978de3844116a934b88c.jpg,./images/full/xxyy_pep_spider/Unit 5 My Clothes/03b8049bb46ce9487989372e445b4ef5b4fae213.jpg,./images/full/xxyy_pep_spider/Unit 5 My Clothes/d17c82ac4e44f24ccec64f0403503ab2bced2b75.jpg,./images/full/xxyy_pep_spider/Unit 5 My Clothes/e626e47cfb9388dba5e8e1962d655e412e462eaf.jpg","['http://www.wsbedu.com/xiaox/en/entu/re42601.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42602.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42603.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42604.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42605.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42606.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42607.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42608.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42609.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re42610.jpg']",2,xxyy_pep_spider,"['http://www.wsbedu.com/wu51/keben.asp?wai=2910&page=1', 'http://www.wsbedu.com/wu51/keben.asp?wai=2910&page=2']"
12,Recycle 1,"Recycle 1Sarah's weekendIt is Saturday morning. Sarah is calling her friendsListen and write the namesplay ping-ponggo swimmingpick applesplay ping-pong with SarahCall your friends and plan your weekendHelloHi, Oliver. This isWu yifan. Are youfree this.go sheplay baskettPICIpick apples It is Sunday morning. Sarah's father is home after workSarah is still asleep, but Robin is up. Read and completethe dialoRobin: Do you work at night?Sarah's father: yes, Im a doctor. I often work at nightRobin: When do you go to bed, then?Sarah's fatherRobin: Wow! When do you eat lunch?6: 00 p.m. go to workSarah's father8: 00 a.m. eat breakfast9:00 a.m. go to bed2:00Sarah's father: At 5: 00 p. mp.m. eatRobin: When do you go to work?5: 00 p.m. eatSarah's fatherRobin: Oh! you must be very tiredBreakfast is ready. PleaseSarah's father: ThanksFind out your parents' timetables and role-play with yourartnerWhen deget up, Mum?tableI usually getat 6: 00 a mget ucook breakfastcook breakfast?rkAtcook dingo to bed Sarah will visit Sydney in April. She asks Stella, a friendthere, about the weather. Here is Stella's replyHi. SarahIt is autumn in April here in Sydney. Autumn is my favouriteseason! It is warm in the day and cool at night. Many peoplevisit us in autumn because they like the weatherWhen you come, you can visit the Sydney Royal Easter ShowIt is the largest event in AustraliaWhat is the weather like in April in your city?What do you often do?All the bestStellaRead and answer1. Is it spring in Sydney in April?2. What's the weather like in April in Sydney?Now can you answer the email for Sarah, please?Hi, StellaThanks for your email. It is spring here What's the weatherin Chinalike in spring?Please visit me someday and I am sureD What do you usuallyyou will have a good timeldo then?Best wishesSarah34 Sarah often reads to Sam. This is a poem that Sarah willread todaBed in Summerby Robert Louis StevensonIn winter I get up at nightAnd dress by yellow candlelightIn summer, quite the other wayI have to go to bed by dayI have to go to bed and seeThe birds still hopping on the treeOr hear the grown-up people's feetStill going past me in the streetAnd does it seem hard to youWhen all the sky is clear and blueAnd I should like so much to playTo have to go to bed by day?Find""friends""in the poem for the words belowpleasereencheap sheepCan you write more words?",5,"./images/full/xxyy_pep_spider/Recycle 1/4f5ec47da9e4fffc87714aecf4e85b92b5404fd7.jpg,./images/full/xxyy_pep_spider/Recycle 1/ce1cdb0b4b16ae30a12fce6d6bc2f699c1e60375.jpg,./images/full/xxyy_pep_spider/Recycle 1/4e5a3548c148a850b3c7d35fd600d49d7cd6a6b6.jpg,./images/full/xxyy_pep_spider/Recycle 1/34e7bfaee705b528b9cc75483c0a2ce9e3fb1b37.jpg","['http://www.wsbedu.com/xiaox/en/entu/re52401.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52402.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52403.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52404.jpg']",2,xxyy_pep_spider,['http://www.wsbedu.com/wu51/keben.asp?wai=2983&page=1']
15,Unit 5　Whose dog is it?,"Unit FiveHey! Whose dog is this?Oh, it's mine. Hessleeping. He's very tiredWow! What a beautifulpainting. Is it yours?No. It's his应器46 Whose dog is it?What's that?It's a rabbit It's mineI see. Whyit Jumping?It's playing withits friendshose carrotsare these?The carrots are theirs47 Lets try?Listen and tick. Which is John's picture?00 Let's talkedChen Jie: The yellow picture is mineAre these all ours?Mike: yes, they areChen Jie: Wow! That picture ofBeiiing is beautifWhose is it?Mike: It's Zhang PengsChen Jie: Look! There is a pictureof Shanghai, too.Mike: It's yifanChen Jie: Oh, yes! It's hisAsk and find outWhose storybooksare these?They are mine.Whose book is this?It's MikesIt's his48 lets learn e?his dog-hisI their dog-theirs Irs our dogThe dog is oursher dog-hersmy dog-mineZoom's dogg ShowLook! That's my dogyes! It's your dogThe dog is yours.d Look, say and completeWhoWrite two sentencesIt's her bookThe book is hersJohn and Amy(your name)(you and your partner)Whose book is that?It's Amy's bookAh! The book is hers Let's spell s2Read, listen and chantlongyoungAAARead, write and listensongthinkink pink thank morning long-ngLook and writeZoom is eating.50 Let's tryListen and tick. Where is the dog?Let's talke?(Sam is af Chen Jie's homeSam: Where is Fido now?Chen Jie: Hes in the kitchenSam: Is he drinking water?Chen Jie: No, he isn't. Hes eatingSam: Can I play with him now?Chen Jie: yes. Can you take him toSam: Of course Fido, come herelFido: Woof woof!Look and say.Is the dogeating?No he isn'tHe is e)Lets learn?climbingeatingsleepingyes. Hesleepingso cuteWhat are theserabbits doing?They're playingwith each otherLet's playMikeis sleepingat schoollis sleepingat schoolithChen JieIs runningclimbfathis reading is listeningunderOliverto musicthe treeWu yifanIs Jumpingis eatingIn the parkJohin theZhang Pengis playingliving room 多 Read and write.Robin at the zooWhat are youSarah and Robin are at the zoo. doing here, Robin?Robin is excitedI'm looking at abear. I'm dancingI'm looking at therabbits. Imlike a beareating likea rabbitIm looking at a Im looking at antiger. Im running elephant. Imlike a tiaeger.walking like anelephantIm lookingat a monkey.I'm climbinglike himIm looking at a birdI like flying. I want to be a birdRobin, doyou wantNo! Nol Ito swim like a fish?don't want tobe a fish!Answer the questions1. Where are Sarah and Robin?They are at2. What are the animals doing in the story?The bear isThe rabbits areThe tiger isThe elephant is53 Let's check e2Listen and numberListen again and choose the right answersWhat is Amy doing?2. Whose bike is it?A. She is shoppingA. It is hisB. She is eating lunchB. It is hers3. What is the cat doing?4. What is Wu yifan doing now?A. It is climbingA. He is playingB. It is sleepingB. He is eatingIR Let's wrap it upComplete the sentenceshismythehisminetheirsyours1. Amy: Whose English book is that? 2. Wu yifan: Where is my pen?John: It's Miss White's bookI can't find itItsSarah: Here's oneAmy: Whose storybook is this?Is this _pen?John: It's Mr Zhang's. It'sWu yifan: yes. it'sThank you3. Grandpa: Whose rabbits are these? 4. Mike: Mum, my dog is so cuteRobin: These are yiffan'sI love him so muchGrandpa: Oh, these areMum: My dear, it's not onlyrabbitsdog. Its also mineRobin: Look! The rabbits areMike: yes. Mum. He'seating -_carrots now.54 Story time. xZip: Here comes a tigerZoom: Ah-choolZoom: Where is it?Zip: Shh. Be quiethose tail is that?It's running so fastZoom: Is it the tigers?Zip: yes, it isZip: I see two monkeysZoom: Where are they?Zip: Shh. Theyre climbingZoom: Wow! Theyre fast, tooZip: Look! Theyre takingictures tooZoom: That's cute, Theyrecopying usZoom: What are they doing?Zip: Why are they looking atZoom: I don't know",5,"./images/full/xxyy_pep_spider/Unit 5　Whose dog is it?/68473457961e7d7239851aabc756f3f676454157.jpg,./images/full/xxyy_pep_spider/Unit 5　Whose dog is it?/fe36df71ad8e1ae26b7684139edf2b34ba73d61e.jpg,./images/full/xxyy_pep_spider/Unit 5　Whose dog is it?/63c23e990cdd4cd43b7daac0d3bbc6a6bc05ba33.jpg,./images/full/xxyy_pep_spider/Unit 5　Whose dog is it?/83d437d1cada57d572bf8aa0fc650ca989c00ccf.jpg,./images/full/xxyy_pep_spider/Unit 5　Whose dog is it?/3045809b31666b5dad0e5a27aa40079b094af757.jpg,./images/full/xxyy_pep_spider/Unit 5　Whose dog is it?/201a3237e88fff8aec92de9460cd478cbbbe068f.jpg,./images/full/xxyy_pep_spider/Unit 5　Whose dog is it?/fb982cef66677fb6091ba240f41a8247b8cc9c71.jpg,./images/full/xxyy_pep_spider/Unit 5　Whose dog is it?/b54a325cc6d9ae4de4bd4b2fa0b2861fadb9c597.jpg,./images/full/xxyy_pep_spider/Unit 5　Whose dog is it?/021d0b96c0381bb8f713fab58550c15c179be72a.jpg,./images/full/xxyy_pep_spider/Unit 5　Whose dog is it?/bb6bfcd62a5ab146182db80b8083e3cf70534d3f.jpg","['http://www.wsbedu.com/xiaox/en/entu/re52601.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52602.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52603.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52604.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52605.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52606.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52607.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52608.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52609.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re52610.jpg']",2,xxyy_pep_spider,"['http://www.wsbedu.com/wu51/keben.asp?wai=2985&page=1', 'http://www.wsbedu.com/wu51/keben.asp?wai=2985&page=2']"
16,Recycle 2,"Recycle 2 Hhi:Visiting an old friendPeter's family are going to visit Ken's family in anothertown. Peters father is talking about them. Listen and fillin the blanks. 6?fathers jobsisters jobt's iobbrother's jobListen again. Write down the hobbies for the people无KenmotherrotherHe likesShe likes Peters family are on the bus. What are they doing on theStop runningsistemother brother father uncle PetercousinPeters fatheris talkinghappy sad worried angry talkingHes happydoing word puzzles singing runningThis is Peter's puzzle Do you know the answers?DOWNACROSS1. you are afraid and2. you go there to not happysee the doctorsomething bad might4. They catch bad hapmen3. you are not feeling well At Ken's house, his father tells a storyOne day, a rich old businessman in a small townmeets a factory worker, a coach and a fishermanHe gives them three seeds and says, ""Bring me theflowers in three months. The man with the mostbeautiful flower can have my money!After three months, the factory worker bringsa big red flower. The coach brings a small purpleflower. But the poor fisherman brings nothing. Hes very sadI dont know why! ""he says. I watered it everyyou are honest!""the businessman says. The seedsare bad and will never sprout! The money is yoursThe fisherman is very happy. The other two menfeel ashamed and sadRead and answer1. How does the fisherman feel after three months? How doeshe feel at the end? Why?2. What does the story tell us? Tick what you agree withI People should work hardI People should be honestL People sometimes do not tell the truth Peter likes the story very much. He is going to tell it to hibest friendA story often has a setting (when and where), characters (who )anda plot (what happens). Fill in the blanks for this storyWhen: One dayWhereThe businessman is old. He has lots ofThe businessman meets three men. He givesThe factory worker・ The coachThe fishermancan have his money because he is honestNow you are Peter. Call your friend and tell thestoTheres a rich old businessman in a small townOne day, he meets three men. He gives",6,"./images/full/xxyy_pep_spider/Recycle 2/942f8c303ceed09109c1a4886c259cd7425fe369.jpg,./images/full/xxyy_pep_spider/Recycle 2/b3e413250be99ecb2eed14fa19380385baa457fa.jpg,./images/full/xxyy_pep_spider/Recycle 2/e5ee4119adf3e266fca997e99e571ccfb47157c8.jpg,./images/full/xxyy_pep_spider/Recycle 2/7daebed16ca0c66c3c862fec35bd25473ce89938.jpg","['http://www.wsbedu.com/xiaox/en/entu/re6181.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re6182.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re6183.jpg', 'http://www.wsbedu.com/xiaox/en/entu/re6184.jpg']",2,xxyy_pep_spider,['http://www.wsbedu.com/wu51/keben.asp?wai=1874&page=1']
